formula_sc,formula_similarity,totreldiff,formula_frac,correct_formula_frac,formula_2,orig_formula_cif,tc,sc_class,sc_class_unique_sc,norm_formula_sc,chemical_composition_sc,num_elements_sc,origin_sc,old_formula_sc,database_id_2,original_formula_2,chemical_composition_2,norm_formula_2,spacegroup_2,crystal_system_2,lata_2,latb_2,latc_2,cif,original_cif_2,material_id_2,band_gap_2,band_structure_2,created_at_2,density_2,doi_2,doi_bibtex_2,dos_2,e_above_hull_2,efermi_2,encut_2,energy_2,energy_per_atom_2,exp_2,final_energy_2,final_energy_per_atom_2,formation_energy_per_atom_2,has_2,has_bandstructure_2,icsd_ids_2,is_ordered_2,last_updated_2,magnetic_type_2,nsites_2,ntask_ids_2,original_task_id_2,oxide_type_2,pretty_formula_2,pseudo_potential_2,reduced_cell_formula_2,run_type_2,task_id_2,task_ids_2,total_magnetization_2,unit_cell_formula_2,cell_volume_2,warnings_2,ordering_2,is_magnetic_2,exchange_symmetry_2,num_unique_magnetic_sites_2,magmoms_2,total_magnetization_normalized_vol_2,total_magnetization_normalized_formula_units_2,num_magnetic_sites_2,true_total_magnetization_2,origin_2,cif_before_synthetic_doping,synth_doped,Reason for exclusion,graph,crystal_temp_2,no_crystal_temp_given_2,point_group_2,cubic,hexagonal,monoclinic,orthorhombic,tetragonal,triclinic,trigonal,primitive,base-centered,body-centered,face-centered,weight
Ba2Cu1Hg1O4.162,2,0.01984807645185,0.9610191013935608,True,Ba1.922Cu0.961Hg0.961O4,Ba2Cu1Hg1O4,97.4,Cuprate,True,Ba24.504Cu12.252Hg12.252O50.99240382259251,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.162,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.162-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.162-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.17,2,0.0208078335373316,0.9590581534772182,True,Ba1.918Cu0.959Hg0.959O4,Ba2Cu1Hg1O4,78.0,Cuprate,True,Ba24.48Cu12.24Hg12.24O51.040391676866584,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.17,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.17-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.17-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.18,2,0.02200488997555,0.9569844497607656,True,Ba1.914Cu0.957Hg0.957O4,Ba2Cu1Hg1O4,95.16,Cuprate,True,Ba24.45Cu12.225Hg12.225O51.1002444987775,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.18,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.18-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.18-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.2,2,0.024390243902439,0.952220238095238,True,Ba1.905Cu0.952Hg0.952O4,Ba2Cu1Hg1O4,94.2,Cuprate,True,Ba24.39Cu12.195Hg12.195O51.21951219512196,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.2,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.2-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.2-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.21,2,0.02557856272838,0.9500296912114014,True,Ba1.9Cu0.95Hg0.95O4,Ba2Cu1Hg1O4,80.0,Cuprate,True,Ba24.361Cu12.18Hg12.18O51.278928136419,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.21,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.21-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.21-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.22,2,0.0267639902676398,0.9479668246445496,True,Ba1.896Cu0.948Hg0.948O4,Ba2Cu1Hg1O4,97.0,Cuprate,True,Ba24.331Cu12.165Hg12.165O51.338199513382,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.22,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.22-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.22-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.28,2,0.0338164251207729,0.934769859813084,True,Ba1.869Cu0.935Hg0.935O4,Ba2Cu1Hg1O4,85.0,Cuprate,True,Ba24.155Cu12.077Hg12.077O51.690821256038646,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.28,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.28-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.28-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.3,2,0.0361445783132529,0.9300581395348836,True,Ba1.86Cu0.93Hg0.93O4,Ba2Cu1Hg1O4,81.0,Cuprate,True,Ba24.096Cu12.048Hg12.048O51.80722891566264,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.3,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.3-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.3-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.31,2,0.0373044524669073,0.9280185614849188,True,Ba1.856Cu0.928Hg0.928O4,Ba2Cu1Hg1O4,78.0,Cuprate,True,Ba24.067Cu12.034Hg12.034O51.86522262334537,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.31,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.31-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.31-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.32,2,0.0384615384615384,0.9259814814814816,True,Ba1.852Cu0.926Hg0.926O4,Ba2Cu1Hg1O4,0.0,Cuprate,True,Ba24.038Cu12.019Hg12.019O51.92307692307692,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.32,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.32-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.32-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1O4.34,2,0.040767386091127,0.9217897465437788,True,Ba1.843Cu0.922Hg0.922O4,Ba2Cu1Hg1O4,59.0,Cuprate,True,Ba23.981Cu11.99Hg11.99O52.038369304556355,Ba-Cu-Hg-O,4,Supercon,Hg1Ba2Cu1O4.34,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg1O4.34-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg1O4.34-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
