formula_sc,formula_similarity,totreldiff,formula_frac,correct_formula_frac,formula_2,orig_formula_cif,tc,sc_class,sc_class_unique_sc,norm_formula_sc,chemical_composition_sc,num_elements_sc,origin_sc,old_formula_sc,database_id_2,original_formula_2,chemical_composition_2,norm_formula_2,spacegroup_2,crystal_system_2,lata_2,latb_2,latc_2,cif,original_cif_2,material_id_2,band_gap_2,band_structure_2,created_at_2,density_2,doi_2,doi_bibtex_2,dos_2,e_above_hull_2,efermi_2,encut_2,energy_2,energy_per_atom_2,exp_2,final_energy_2,final_energy_per_atom_2,formation_energy_per_atom_2,has_2,has_bandstructure_2,icsd_ids_2,is_ordered_2,last_updated_2,magnetic_type_2,nsites_2,ntask_ids_2,original_task_id_2,oxide_type_2,pretty_formula_2,pseudo_potential_2,reduced_cell_formula_2,run_type_2,task_id_2,task_ids_2,total_magnetization_2,unit_cell_formula_2,cell_volume_2,warnings_2,ordering_2,is_magnetic_2,exchange_symmetry_2,num_unique_magnetic_sites_2,magmoms_2,total_magnetization_normalized_vol_2,total_magnetization_normalized_formula_units_2,num_magnetic_sites_2,true_total_magnetization_2,origin_2,cif_before_synthetic_doping,synth_doped,Reason for exclusion,graph,crystal_temp_2,no_crystal_temp_given_2,point_group_2,cubic,hexagonal,monoclinic,orthorhombic,tetragonal,triclinic,trigonal,primitive,base-centered,body-centered,face-centered,weight
Ba2Cl1Cu2Nb1Pb2O8,1,0.0,1.0,True,Ba2Cl1Cu2Nb1Pb2O8,Ba2Cl1Cu2Nb1Pb2O8,0.0,Cuprate,True,Ba12.5Cl6.25Cu12.5Nb6.25Pb12.5O50,Ba-Cl-Cu-Nb-Pb-O,6,Supercon,Pb2Ba2Cu2Nb1O8Cl,MP-mp-1228495,Ba2Nb1Cu2Pb2Cl1O8,Ba-Cl-Cu-Nb-Pb-O,Ba12.5Cl6.25Cu12.5Nb6.25Pb12.5O50,A m m 2,orthorhombic,4.01077821,4.01077821,15.948873,data/final/MP/cifs/Ba2Cl1Cu2Nb1Pb2O8-MP-mp-1228495.cif,data/source/MP/raw/cifs/mp-1228495.cif,mp-1228495,0.0,,2019-01-13 04:12:02.372000,6.941605569834926,,,,0.0261591114453256,3.87000118,520.0,-99.75638693,-6.234774183125,{'tags': []},-99.75638693,-6.234774183125,-2.1794505031250004,[],False,[],True,2021-05-12 11:00:59.151000,NM,16,3,mp-1228495,oxide,Ba2NbCu2Pb2ClO8,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Nb_pv', 'Cu_pv', 'Pb_d', 'Cl', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Nb': 1.0, 'Cu': 2.0, 'Pb': 2.0, 'Cl': 1.0, 'O': 8.0}",GGA,mp-1228495,"['mp-1228495', 'mp-1370848', 'mp-1868804']",0.0143759,"{'Ba': 2.0, 'Nb': 1.0, 'Cu': 2.0, 'Pb': 2.0, 'Cl': 1.0, 'O': 8.0}",256.55867279182064,[],NM,False,38,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.60335764274281e-05,0.0143759,0,0.0143759,MP,data/source/MP/cleaned/cifs/MP-mp-1228495.cif,False,,data/final/MP/graphs/Ba2Cl1Cu2Nb1Pb2O8-MP-mp-1228495.json,0,True,mm2,0,0,0,6,0,0,0,0,1,0,0,1.0
Ba2Cl1Cu2Pb2Ta1O8,1,0.0,1.0,True,Ba2Cl1Cu2Pb2Ta1O8,Ba2Cl1Cu2Pb2Ta1O8,0.0,Cuprate,True,Ba12.5Cl6.25Cu12.5Pb12.5Ta6.25O50,Ba-Cl-Cu-Pb-Ta-O,6,Supercon,Pb2Ba2Cu2Ta1O8Cl,MP-mp-1228449,Ba2Ta1Cu2Pb2Cl1O8,Ba-Cl-Cu-Pb-Ta-O,Ba12.5Cl6.25Cu12.5Pb12.5Ta6.25O50,A m m 2,orthorhombic,3.98710927,3.98710927,16.038315,data/final/MP/cifs/Ba2Cl1Cu2Pb2Ta1O8-MP-mp-1228449.cif,data/source/MP/raw/cifs/mp-1228449.cif,mp-1228449,0.0,,2019-01-13 04:09:37.353000,7.558488836576303,,,,0.0146661208723886,3.95682063,520.0,-102.7204455,-6.42002784375,{'tags': []},-102.7204455,-6.42002784375,-2.254924626875,[],False,[],True,2021-05-12 11:00:59.151000,NM,16,3,mp-1228449,oxide,Ba2TaCu2Pb2ClO8,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Ta_pv', 'Cu_pv', 'Pb_d', 'Cl', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Ta': 1.0, 'Cu': 2.0, 'Pb': 2.0, 'Cl': 1.0, 'O': 8.0}",GGA,mp-1228449,"['mp-1228449', 'mp-1346765', 'mp-1775547']",0.0390246,"{'Ba': 2.0, 'Ta': 1.0, 'Cu': 2.0, 'Pb': 2.0, 'Cl': 1.0, 'O': 8.0}",254.96173956726176,[],NM,False,38,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0001530606124128,0.0390246,0,0.0390246,MP,data/source/MP/cleaned/cifs/MP-mp-1228449.cif,False,,data/final/MP/graphs/Ba2Cl1Cu2Pb2Ta1O8-MP-mp-1228449.json,0,True,mm2,0,0,0,6,0,0,0,0,1,0,0,1.0
Ba2Co0.9Cu2Eu1O7.29,2,0.0284597888843529,0.9600438957475994,True,Ba1.92Co0.864Cu1.92Eu0.96O7,Ba2Co1Cu2Eu1O7,0.0,Cuprate,True,Ba15.163Co6.823Cu15.163Eu7.582O55.26914329037149,Ba-Co-Cu-Eu-O,5,Supercon,Eu1Ba2Cu2Co0.9O7.29,MP-mp-1214711,Ba2Eu1Co1Cu2O7,Ba-Co-Cu-Eu-O,Ba15.385Co7.692Cu15.385Eu7.692O53.84615384615385,P m m m,orthorhombic,3.901791,3.927605,11.985016,data/final/MP/cifs/Ba2Co0.9Cu2Eu1O7.29-MP-mp-1214711-synth_doped.cif,data/source/MP/raw/cifs/mp-1214711.cif,mp-1214711,0.0,,2019-01-12 16:30:30.966000,6.551494389849945,,,{'GGA+U': {'task_id': 'mp-1742590'}},0.0361571532692215,2.95093856,520.0,-84.67312685,-6.513317450000001,"{'tags': ['Ba2Cu2EuCoO7', 'high-Tc cuprate family', 'Ba2Cu2(Cu0.89Al0.11)YO7']}",-84.67312685,-6.513317450000001,-2.0805910419230766,[],False,[],True,2021-05-12 11:00:37.845000,FiM,13,4,mp-1214711,oxide,Ba2EuCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Eu', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Eu': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214711,"['mp-1214711', 'mp-1402850', 'mp-1742590', 'mp-1788389']",8.5329526,"{'Ba': 2.0, 'Eu': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",183.6667008741531,[],FiM,True,47,3,"[0.0, 0.0, 6.3, 2.2, -0.1, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0464588984251789,8.5329526,4,8.5329526,MP,data/source/MP/cleaned/cifs/MP-mp-1214711.cif,True,,data/final/MP/graphs/Ba2Co0.9Cu2Eu1O7.29-MP-mp-1214711-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Er1O7.07,2,0.004943793773174,0.990019801980198,True,Ba1.98Co0.99Cu1.98Er0.99O7,Ba2Co1Cu2Er1O7,0.0,Cuprate,True,Ba15.302Co7.651Cu15.302Er7.651O54.09334353481255,Ba-Co-Cu-Er-O,5,Supercon,Er1Ba2Cu2Co1O7.07,MP-mp-1214699,Ba2Er1Co1Cu2O7,Ba-Co-Cu-Er-O,Ba15.385Co7.692Cu15.385Er7.692O53.84615384615385,P m m m,orthorhombic,3.864579,3.922106,11.80339,data/final/MP/cifs/Ba2Co1Cu2Er1O7.07-MP-mp-1214699-synth_doped.cif,data/source/MP/raw/cifs/mp-1214699.cif,mp-1214699,0.0,,2019-01-12 16:29:55.440000,6.867739358698149,,,{'GGA+U': {'task_id': 'mp-1733232'}},0.0403327442307697,3.34082261,520.0,-80.92409095,-6.224930073076923,"{'tags': ['Ba2Cu2(Cu0.89Al0.11)YO7', 'Ba2Cu2ErCoO7', 'high-Tc cuprate family']}",-80.92409095,-6.224930073076923,-2.232536331538461,[],False,[],True,2021-05-12 11:00:37.845000,FM,13,4,mp-1214699,oxide,Ba2ErCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Er_3', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Er': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214699,"['mp-1214699', 'mp-1406876', 'mp-1733232', 'mp-1789809']",2.2308477,"{'Ba': 2.0, 'Er': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",178.90738731177183,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.1, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0124692877891756,2.2308477,1,2.2308477,MP,data/source/MP/cleaned/cifs/MP-mp-1214699.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Er1O7.07-MP-mp-1214699-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Gd1O7.16,2,0.011222819733458,0.9777307262569832,True,Ba1.955Co0.978Cu1.955Gd0.978O7,Ba2Co1Cu2Gd1O7,0.0,Cuprate,True,Ba15.198Co7.599Cu15.198Gd7.599O54.40729483282674,Ba-Co-Cu-Gd-O,5,Supercon,Gd1Ba2Cu2Co1O7.16,MP-mp-1214814,Ba2Gd1Co1Cu2O7,Ba-Co-Cu-Gd-O,Ba15.385Co7.692Cu15.385Gd7.692O53.84615384615385,P m m m,orthorhombic,3.881135,3.919828,11.844703,data/final/MP/cifs/Ba2Co1Cu2Gd1O7.16-MP-mp-1214814-synth_doped.cif,data/source/MP/raw/cifs/mp-1214814.cif,mp-1214814,0.0,,2019-01-12 16:35:35.889000,6.726318027546892,,,{'GGA+U': {'task_id': 'mp-1743109'}},0.0335287189743578,4.0069399,520.0,-90.15597441,-6.935074954615384,"{'tags': ['Ba2Cu2GdCoO7', 'high-Tc cuprate family', 'Ba2Cu2(Cu0.89Al0.11)YO7']}",-90.15597441,-6.935074954615384,-2.211265564615384,[],False,[],True,2021-05-12 11:00:37.845000,FiM,13,5,mp-1214814,oxide,Ba2GdCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Gd', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Gd': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214814,"['mp-1214814', 'mp-1383878', 'mp-1743109', 'mp-1771654', 'mp-1829309']",4.5576481,"{'Ba': 2.0, 'Gd': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",180.19798720807063,[],FiM,True,47,2,"[-0.0, -0.0, 6.9, -2.1, 0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",0.0252924473276018,4.5576481,2,4.5576481,MP,data/source/MP/cleaned/cifs/MP-mp-1214814.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Gd1O7.16-MP-mp-1214814-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2La1O7.01,2,0.0007095133920652,0.9987146932952924,True,Ba1.997Co0.999Cu1.997La0.999O7,Ba2Co1Cu2La1O7,0.0,Cuprate,True,Ba15.373Co7.686Cu15.373La7.686O53.88162951575711,Ba-Co-Cu-La-O,5,Supercon,La1Ba2Cu2Co1O7.01,MP-mp-1214652,Ba2La1Co1Cu2O7,Ba-Co-Cu-La-O,Ba15.385Co7.692Cu15.385La7.692O53.84615384615385,P m m m,orthorhombic,3.932809,3.961428,12.006921,data/final/MP/cifs/Ba2Co1Cu2La1O7.01-MP-mp-1214652-synth_doped.cif,data/source/MP/raw/cifs/mp-1214652.cif,mp-1214652,0.0,,2019-01-12 16:27:34.797000,6.3166503710349255,,,{'GGA+U': {'task_id': 'mp-1741397'}},0.0247075452083302,4.01033439,520.0,-81.01823883,-6.232172217692308,"{'tags': ['Ba2Cu2LaCoO7', 'high-Tc cuprate family', 'Ba2Cu2(Cu0.89Al0.11)YO7']}",-81.01823883,-6.232172217692308,-2.2114486073076924,[],False,[],True,2021-05-12 11:00:37.845000,FM,13,4,mp-1214652,oxide,Ba2LaCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'La', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'La': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214652,"['mp-1214652', 'mp-1389127', 'mp-1741397', 'mp-1829578']",2.4674875,"{'Ba': 2.0, 'La': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",187.0623022892272,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.2, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0131907256021305,2.4674875,1,2.4674875,MP,data/source/MP/cleaned/cifs/MP-mp-1214652.cif,True,,data/final/MP/graphs/Ba2Co1Cu2La1O7.01-MP-mp-1214652-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Nd1O7.24,2,0.0167325122007901,0.9669701657458564,True,Ba1.934Co0.967Cu1.934Nd0.967O7,Ba2Co1Cu2Nd1O7,0.0,Cuprate,True,Ba15.106Co7.553Cu15.106Nd7.553O54.68277945619335,Ba-Co-Cu-Nd-O,5,Supercon,Nd1Ba2Cu2Co1O7.24,MP-mp-1214600,Ba2Nd1Co1Cu2O7,Ba-Co-Cu-Nd-O,Ba15.385Co7.692Cu15.385Nd7.692O53.84615384615385,P m m m,orthorhombic,3.915791,3.946729,11.960478,data/final/MP/cifs/Ba2Co1Cu2Nd1O7.24-MP-mp-1214600-synth_doped.cif,data/source/MP/raw/cifs/mp-1214600.cif,mp-1214600,0.0,,2019-01-12 16:24:59.217000,6.440396806037473,,,{'GGA+U': {'task_id': 'mp-1718586'}},0.0230506935256373,3.33908933,520.0,-80.65930419,-6.204561860769231,"{'tags': ['Ba2Cu2NdCoO7', 'Ba2Cu2(Cu0.89Al0.11)YO7', 'high-Tc cuprate family']}",-80.65930419,-6.204561860769231,-2.196750857692308,[],False,[],True,2021-05-12 11:00:37.845000,FM,13,4,mp-1214600,oxide,Ba2NdCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Nd_3', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Nd': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214600,"['mp-1214600', 'mp-1385574', 'mp-1718586', 'mp-1832479']",2.6000313,"{'Ba': 2.0, 'Nd': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",184.8439954182616,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.2, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0140660847225072,2.6000313,1,2.6000313,MP,data/source/MP/cleaned/cifs/MP-mp-1214600.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Nd1O7.24-MP-mp-1214600-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Pr1O7.02,2,0.0014179369018078,0.9970301994301994,True,Ba1.994Co0.997Cu1.994Pr0.997O7,Ba2Co1Cu2Pr1O7,0.0,Cuprate,True,Ba15.361Co7.68Cu15.361Pr7.68O53.917050691244235,Ba-Co-Cu-Pr-O,5,Supercon,Pr1Ba2Cu2Co1O7.02,MP-mp-1214590,Ba2Pr1Co1Cu2O7,Ba-Co-Cu-Pr-O,Ba15.385Co7.692Cu15.385Pr7.692O53.84615384615385,P m m m,orthorhombic,3.924367,3.945862,11.95319,data/final/MP/cifs/Ba2Co1Cu2Pr1O7.02-MP-mp-1214590-synth_doped.cif,data/source/MP/raw/cifs/mp-1214590.cif,mp-1214590,0.0,,2019-01-12 16:24:29.366000,6.401740212584317,,,{'GGA+U': {'task_id': 'mp-1743256'}},0.0302664991025629,3.32999013,520.0,-80.54801208,-6.196000929230769,"{'tags': ['Ba2Cu2(Cu0.89Al0.11)YO7', 'high-Tc cuprate family', 'Ba2Cu2PrCoO7']}",-80.54801208,-6.196000929230769,-2.187208700384616,[],False,[],True,2021-05-12 11:00:37.845000,FM,13,4,mp-1214590,oxide,Ba2PrCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Pr_3', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Pr': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214590,"['mp-1214590', 'mp-1400781', 'mp-1743256', 'mp-1831832']",2.4579545,"{'Ba': 2.0, 'Pr': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",185.09527408515603,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.2, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0132794017143256,2.4579545,1,2.4579545,MP,data/source/MP/cleaned/cifs/MP-mp-1214590.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Pr1O7.02-MP-mp-1214590-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Sm1O7.12,2,0.0084427767354596,0.983029213483146,True,Ba1.966Co0.983Cu1.966Sm0.983O7,Ba2Co1Cu2Sm1O7,0.0,Cuprate,True,Ba15.244Co7.622Cu15.244Sm7.622O54.26829268292683,Ba-Co-Cu-Sm-O,5,Supercon,Sm1Ba2Cu2Co1O7.12,MP-mp-1214586,Ba2Sm1Co1Cu2O7,Ba-Co-Cu-Sm-O,Ba15.385Co7.692Cu15.385Sm7.692O53.84615384615385,P m m m,orthorhombic,3.90166,3.937522,11.894772,data/final/MP/cifs/Ba2Co1Cu2Sm1O7.12-MP-mp-1214586-synth_doped.cif,data/source/MP/raw/cifs/mp-1214586.cif,mp-1214586,0.0,,2019-01-12 16:24:17.399000,6.570219498530815,,,{'GGA+U': {'task_id': 'mp-1741705'}},0.0297835145192344,3.24317942,520.0,-80.78959391,-6.214584146923077,"{'tags': ['Ba2Cu2SmCoO7', 'high-Tc cuprate family', 'Ba2Cu2(Cu0.89Al0.11)YO7']}",-80.78959391,-6.214584146923077,-2.210585226538461,[],False,[],True,2021-05-12 11:00:35.508000,FM,13,4,mp-1214586,oxide,Ba2SmCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Sm_3', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Sm': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214586,"['mp-1214586', 'mp-1408781', 'mp-1741705', 'mp-1785819']",2.5205311,"{'Ba': 2.0, 'Sm': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",182.7378607343197,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.2, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0137931520587546,2.5205311,1,2.5205311,MP,data/source/MP/cleaned/cifs/MP-mp-1214586.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Sm1O7.12-MP-mp-1214586-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Co1Cu2Y1O7.2,2,0.013986013986014,0.9720444444444444,True,Ba1.944Co0.972Cu1.944Y0.972O7,Ba2Co1Cu2Y1O7,0.0,Cuprate,True,Ba15.152Co7.576Cu15.152Y7.576O54.54545454545455,Ba-Co-Cu-Y-O,5,Supercon,Y1Ba2Cu2Co1O7.2,MP-mp-1214571,Ba2Y1Co1Cu2O7,Ba-Co-Cu-Y-O,Ba15.385Co7.692Cu15.385Y7.692O53.84615384615385,P m m m,orthorhombic,3.86629601,3.91930101,11.819924,data/final/MP/cifs/Ba2Co1Cu2Y1O7.2-MP-mp-1214571-synth_doped.cif,data/source/MP/raw/cifs/mp-1214571.cif,mp-1214571,0.0,,2019-01-12 16:23:33.184000,6.133574139151574,,,{'GGA+U': {'task_id': 'mp-1720354'}},0.0401337653108972,3.39484028,520.0,-82.69443448,-6.361110344615384,"{'tags': ['Ba2Cu3YO7', 'high-Tc cuprate family', 'Ba2Cu2.95YCo0.05O7']}",-82.69443448,-6.361110344615384,-2.222658733589744,[],False,[],True,2021-05-12 11:00:35.508000,FM,13,29,mp-1214571,oxide,Ba2YCoCu2O7,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Y_sv', 'Co', 'Cu_pv', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Y': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",GGA+U,mp-1214571,"['mp-1214571', 'mp-1289285', 'mp-1293149', 'mp-1284703', 'mp-1316036', 'mp-1310862', 'mp-1314594', 'mp-1307897', 'mp-1310186', 'mp-1313917', 'mp-1307955', 'mp-1320648', 'mp-1306530', 'mp-1311782', 'mp-1303620', 'mp-1318538', 'mp-1309592', 'mp-1305900', 'mp-1305902', 'mp-1322322', 'mp-1304479', 'mp-1303747', 'mp-1304542', 'mp-1309099', 'mp-1316563', 'mp-1302424', 'mp-1310638', 'mp-1446471', 'mp-1720354']",2.4388165,"{'Ba': 2.0, 'Y': 1.0, 'Co': 1.0, 'Cu': 2.0, 'O': 7.0}",179.10940895363504,[],FM,True,47,1,"[0.0, 0.0, 0.0, 2.1, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0136163505549355,2.4388165,1,2.4388165,MP,data/source/MP/cleaned/cifs/MP-mp-1214571.cif,True,,data/final/MP/graphs/Ba2Co1Cu2Y1O7.2-MP-mp-1214571-synth_doped.json,0,True,mmm,0,0,0,7,0,0,0,1,0,0,0,1.0
Ba2Cu1Hg0.9O4,2,0.0221518987341771,1.0,True,Ba2Cu1Hg0.9O4,Ba2Cu1Hg1O4,73.0,Cuprate,True,Ba25.316Cu12.658Hg11.392O50.63291139240506,Ba-Cu-Hg-O,4,Supercon,Hg0.9Ba2Cu1O4,MP-mp-6562,Ba2Cu1Hg1O4,Ba-Cu-Hg-O,Ba25Cu12.5Hg12.5O50,P 4/m m m,tetragonal,3.933714,3.933714,9.827602,data/final/MP/cifs/Ba2Cu1Hg0.9O4-MP-mp-6562-synth_doped.cif,data/source/MP/raw/cifs/mp-6562.cif,mp-6562,0.0,,2011-05-13 18:18:06,6.582036471328142,10.17188/1281336,"@misc{osti_1281336,
    author = ""Persson, Kristin"",
    title = ""Materials Data on Ba2CuHgO4 (SG:123) by Materials Project"",
    abstractNote = ""Computed materials data using density functional theory calculations. These calculations determine the electronic structure of bulk materials by solving approximations to the Schrodinger equation. For more information, see https://materialsproject.org/docs/calculations"",
    doi = ""10.17188/1281336"",
    place = ""United States"",
    year = ""2016"",
    month = ""4"",
    note = ""An optional note""
}
",{'GGA': {'task_id': 'mp-1697135'}},0.0234340381250053,2.58068675,520.0,-40.91481298,-5.1143516225,"{'tags': ['Mercury dibarium copper oxide', 'High pressure experimental phase']}",-40.91481298,-5.1143516225,-1.953767533125,"['xas', 'bandstructure']",True,"[75722, 75720, 75724, 75721, 75723]",True,2021-05-12 10:57:32.679000,NM,8,8,mp-6562,oxide,Ba2CuHgO4,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",GGA,mp-6562,"['mp-6562', 'mp-990899', 'mp-992892', 'mp-1435690', 'mp-1697135', 'mp-1878488', 'mp-994198', 'mp-1592659']",0.0003984,"{'Ba': 2.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 4.0}",152.07335344042525,[],NM,False,123,0,"[0, 0, 0, 0, 0, 0, 0, 0]",2.6197883520473114e-06,0.0003984,0,0.0003984,MP,data/source/MP/cleaned/cifs/MP-mp-6562.cif,True,,data/final/MP/graphs/Ba2Cu1Hg0.9O4-MP-mp-6562-synth_doped.json,0,True,4/mmm,0,0,0,0,7,0,0,1,0,0,0,1.0
Ba2Cu1Hg1Tl1O6,1,0.0,1.0,True,Ba2Cu1Hg1Tl1O6,Ba2Cu1Hg1Tl1O6,0.0,Cuprate,True,Ba18.182Cu9.091Hg9.091Tl9.091O54.54545454545455,Ba-Cu-Hg-Tl-O,5,Supercon,Hg1Tl1Ba2Cu1O6,MP-mp-1228447,Ba2Tl1Cu1Hg1O6,Ba-Cu-Hg-Tl-O,Ba18.182Cu9.091Hg9.091Tl9.091O54.54545454545455,I m m 2,orthorhombic,3.900538,4.286455,11.20673121865849,data/final/MP/cifs/Ba2Cu1Hg1Tl1O6-MP-mp-1228447.cif,data/source/MP/raw/cifs/mp-1228447.cif,mp-1228447,0.0,,2019-01-13 04:09:31.046000,7.698811606448592,,,,0.1432805637500154,2.66194418,520.0,-53.87083843,-4.897348948181818,{'tags': []},-53.87083843,-4.897348948181818,-1.6092364143939393,[],False,[],True,2021-05-12 11:00:59.151000,NM,11,2,mp-1228447,oxide,Ba2TlCuHgO6,"{'functional': 'PBE', 'labels': ['Ba_sv', 'Tl_d', 'Cu_pv', 'Hg', 'O'], 'pot_type': 'paw'}","{'Ba': 2.0, 'Tl': 1.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 6.0}",GGA,mp-1228447,"['mp-1228447', 'mp-1832626']",0.0046436,"{'Ba': 2.0, 'Tl': 1.0, 'Cu': 1.0, 'Hg': 1.0, 'O': 6.0}",180.9985932361062,[],NM,False,44,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.565544801744724e-05,0.0046436,0,0.0046436,MP,data/source/MP/cleaned/cifs/MP-mp-1228447.cif,False,,data/final/MP/graphs/Ba2Cu1Hg1Tl1O6-MP-mp-1228447.json,0,True,mm2,0,0,0,6,0,0,0,0,0,1,0,1.0
